l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,wkt_srid_4326
30997,7536,7541,230000,3,,60,"SRID=4326;LINESTRING(-81.7018908859882 29.8676852108831,-81.7226348619523 29.9399214379535)"
9276,20735,20738,,,,,"SRID=4326;LINESTRING(-98.0754397293713 19.3985272725728,-98.0805011970081 19.3987424067245)"
36283,175,242,230000,,,,"SRID=4326;LINESTRING(-122.137852245783 37.4928723378993,-121.98661913291 37.5009046023297)"
19,28968,29641,230000,6;3;3;3,1,60,"SRID=4326;LINESTRING(-119.452247780269 35.4030708371503,-119.807448869456 35.8354846593229)"
25678,29387,19501,,,,,"SRID=4326;LINESTRING(-88.2556919422804 41.4787036735127,-88.2522824169586 41.4779209205582)"
30913,1829,7476,230000,3,,60,"SRID=4326;LINESTRING(-114.277706306588 34.1613648301159,-114.372352459031 34.1309715879861)"
203,17048,29726,,,,,"SRID=4326;LINESTRING(-96.3982704602593 32.6675780262159,-96.4357294117844 32.6369726918633)"
7498,19144,29170,345000,6,,60,"SRID=4326;LINESTRING(-87.7640377294139 42.0769626057814,-87.7555436198219 42.0502456000036)"
30163,6700,6703,230000,3,,60,"SRID=4326;LINESTRING(-78.5696410523576 35.7300633260847,-78.5777773146868 35.6690262260117)"
19988,25587,25593,,3,,,"SRID=4326;LINESTRING(-75.3344837479865 40.6542796164172,-75.3319169018936 40.6572974146807)"
7840,391,29303,500000,,,,"SRID=4326;LINESTRING(-79.7336506646468 43.5277620843139,-79.8507374393346 43.5381267646124)"
27483,3037,3581,500000,,,,"SRID=4326;LINESTRING(-80.0646600360364 39.3509528208651,-80.3318578738836 39.3801848713429)"
27608,3714,3718,,,,,"SRID=4326;LINESTRING(-70.5267242494342 46.9633957814818,-70.5689896903233 46.9715810665535)"
30347,29973,6897,230000,3,,,"SRID=4326;LINESTRING(-79.0473641341352 35.5942279073542,-78.658393001097 35.3370043117144)"
9898,3754,21027,,,,,"SRID=4326;LINESTRING(-122.609762161566 53.8499766075556,-122.692156087596 53.9128752708116)"
37161,173,358,230000,3;6,,,"SRID=4326;LINESTRING(-79.1755658206167 43.8089450700163,-79.113539417677 43.8520446722016)"
10754,14370,21441,,,,,"SRID=4326;LINESTRING(-69.4678333504865 48.3412418198935,-69.6368453067736 48.2589942097853)"
16447,23958,23963,,,,,"SRID=4326;LINESTRING(-83.6641503085528 42.1805429782605,-83.6651312688431 42.2160771560469)"
24101,16708,27532,230000,3,,60,"SRID=4326;LINESTRING(-81.9215399299243 28.0916163239072,-81.9490784137797 28.0990723651141)"
42410,2819,2967,230000,6,2,,"SRID=4326;LINESTRING(-74.4852915206823 40.4055331727425,-74.5038026665241 40.4172994410743)"
776,22634,29969,,,,,"SRID=4326;LINESTRING(-79.1955970798665 43.0951105794154,-79.1951434673665 43.0963988357601)"
5545,10394,28476,400000,3,,60,"SRID=4326;LINESTRING(-100.141657789747 19.2832555843182,-102.116441727187 17.9834771905794)"
41754,20279,2327,345000,3;6,,60,"SRID=4326;LINESTRING(-81.5699764281411 41.3297546026209,-81.5714515807411 41.3611441661127)"
5537,18515,28473,765000,,,,"SRID=4326;LINESTRING(-82.3138308907327 37.1876129754932,-81.6803171574465 36.9212536392075)"
7493,17760,29169,,,,,"SRID=4326;LINESTRING(-81.0288092922631 49.0699285725635,-81.2737922538249 49.1085623023544)"
9273,3339,20737,,,,,"SRID=4326;LINESTRING(-98.0643003885679 19.3916726886836,-98.0648130188862 19.3931239143389)"
28018,4161,4162,400000,3,,60,"SRID=4326;LINESTRING(-101.901664340748 18.2788378734927,-101.897546830942 18.2718815140556)"
7510,25279,29173,230000,6,,,"SRID=4326;LINESTRING(-104.546509843568 40.1079493009584,-104.549975065414 40.1073659004825)"
20040,13348,25626,240000,6,,,"SRID=4326;LINESTRING(-113.891190036642 51.0070672508274,-113.830595789661 51.1829205152214)"
5349,12204,28422,230000,3,,60,"SRID=4326;LINESTRING(-80.2464862134398 27.3486330747803,-80.2492403174042 27.3467023480636)"
6845,24668,28892,,,,,"SRID=4326;LINESTRING(-82.9311129094549 43.8150133590744,-82.913352065639 43.7229416528384)"
2666,4427,30766,230000,,,,"SRID=4326;LINESTRING(-117.192386013342 32.7660689940117,-117.18468569288 32.7668048193018)"
15794,23656,23655,230000,6;3;3;6,1,60,"SRID=4326;LINESTRING(-120.68852394366 38.3033505561458,-120.778883501796 38.2267473858563)"
16238,20562,23861,230000,3,,,"SRID=4326;LINESTRING(-79.1037996782867 36.4741480846494,-79.0841395093046 36.4771896574779)"
5209,28350,28360,,3,,,"SRID=4326;LINESTRING(-104.519965019709 33.3926586504163,-104.494306316957 33.4304408998829)"
14186,3257,22932,230000,,,,"SRID=4326;LINESTRING(-117.341512396539 49.0064472080023,-117.350934745646 49.0074972132989)"
13976,7632,22833,345000,3;6,,60,"SRID=4326;LINESTRING(-95.9474241664686 35.989015876688,-95.9321137197052 35.9416073844387)"
30876,7315,7435,345000,3,,60,"SRID=4326;LINESTRING(-95.7806871142529 40.6181717310333,-95.9664712271464 40.9479384507772)"
5741,6250,28523,,,,,"SRID=4326;LINESTRING(-96.9535519207865 47.455061112431,-96.9486098424076 46.8350337297168)"
26635,1686,19947,138000,3,1,,"SRID=4326;LINESTRING(-75.7715101131792 39.612801833353,-75.7630027760567 39.614314591832)"
9357,20780,20792,,,,,"SRID=4326;LINESTRING(-72.6469401034006 46.472027997857,-72.6469011165173 46.4772993696502)"
10020,11670,18348,,,,,"SRID=4326;LINESTRING(-95.9349975359404 39.7537270977737,-95.9866976021565 39.7480201894137)"
28995,5316,5350,230000,6,,60,"SRID=4326;LINESTRING(-90.4496580286039 29.9726097094391,-90.3503930459933 29.9143306911762)"
13530,21133,22608,230000,3,,,"SRID=4326;LINESTRING(-107.676641211552 39.5210067142543,-107.67803638502 39.5253209032332)"
7868,11775,29313,69000,3,,60,"SRID=4326;LINESTRING(-95.1635553370611 29.8179555463028,-95.2192288776366 29.8190640687166)"
30742,7259,7260,230000,3,,60,"SRID=4326;LINESTRING(-80.3768085107038 25.9910355474685,-80.3624586511401 25.9772341301142)"
41903,2450,2466,,,,,"SRID=4326;LINESTRING(-87.0988518878906 41.6348285225895,-87.1708272030607 41.6184171141865)"
3445,29402,31083,220000,6,,60,"SRID=4326;LINESTRING(-119.248328664294 34.2074834829071,-119.229729626587 34.2248490889038)"
26848,20033,20034,240000,6,1,60,"SRID=4326;LINESTRING(-113.367422003718 53.5893792141976,-113.368247016475 53.6211443671205)"
594,5858,29894,,,,,"SRID=4326;LINESTRING(-78.4706252056621 43.0136394642107,-78.4938591655263 43.1441085271511)"
12180,18567,18570,,,,,"SRID=4326;LINESTRING(-82.6199749429301 38.1640359646629,-82.442990931778 38.2493160148502)"
40107,652,651,500000,3,3,60,"SRID=4326;LINESTRING(-119.571369268783 46.6694478157422,-119.449600704831 47.259468076468)"
1002,29017,30068,230000;230000;115000;230000,3;6;3,,60,"SRID=4326;LINESTRING(-79.1943315156053 35.4929979789699,-79.2138794915463 35.4775843821753)"
2964,28803,30892,,,,,"SRID=4326;LINESTRING(-81.9112695115061 33.4328076724252,-81.8086165512912 33.434732425642)"
21307,26214,26211,,,,,"SRID=4326;LINESTRING(-80.1306738508634 40.4296308928327,-80.1446071700778 40.4387629045646)"
12314,5794,22114,,,,,"SRID=4326;LINESTRING(-78.798527362096 42.9961408342141,-78.8033514839799 42.995825190782)"
11143,1190,21627,,,,,"SRID=4326;LINESTRING(-76.6250987385704 44.3636851909565,-76.6472963467379 44.2754376783017)"
18587,12057,24911,,,,,"SRID=4326;LINESTRING(-84.4279453043267 42.7410480016979,-84.41731967182 42.7338683029411)"
28394,4649,4651,345000,3,,60,"SRID=4326;LINESTRING(-96.6774056198253 31.4375903686679,-96.9606808032259 31.4735078631622)"
5983,5811,28596,138000,3,,60,"SRID=4326;LINESTRING(-98.8876487333651 29.987966082504,-98.886347700945 29.9851839729803)"
36231,13601,13608,,,,,"SRID=4326;LINESTRING(-89.1363939558007 42.2640596941726,-89.3182959615347 42.2928958610008)"
28197,4405,4407,,,,,"SRID=4326;LINESTRING(-111.475582869076 28.8405962159252,-111.474848451281 28.8249619295186)"
27802,3879,3901,345000,6;3;3,,60,"SRID=4326;LINESTRING(-85.8482747441516 38.3111422366774,-85.8565570840206 38.2279126709061)"
2749,1478,30804,220000,6,,60,"SRID=4326;LINESTRING(-118.175192055728 33.8802321680325,-118.189999333949 33.8797003718962)"
13757,7439,22727,230000,3,,60,"SRID=4326;LINESTRING(-117.090200594664 39.5269632799005,-118.591659159814 39.2268940735538)"
1290,25027,30180,,,,,"SRID=4326;LINESTRING(-79.8061444289036 43.3244937112045,-79.8092919289914 43.3273131674126)"
21206,26169,26167,,,,,"SRID=4326;LINESTRING(-111.875671378408 33.2182832881637,-111.89302404492 33.2379809201505)"
41043,13445,1555,230000,3;6;3;3,,,"SRID=4326;LINESTRING(-80.03242768032 43.1222565910695,-79.9723926295252 43.0513621794575)"
11335,18434,18440,,,,,"SRID=4326;LINESTRING(-98.2285499338695 35.0823509625898,-98.2284429445192 35.0827189605648)"
30784,5133,7337,,,,,"SRID=4326;LINESTRING(-97.477488360742 35.3348748054914,-97.4761881282424 35.3812080608805)"
10879,19751,21496,230000,3,,60,"SRID=4326;LINESTRING(-111.045221927542 29.0521482153694,-111.044882184701 29.0519039121261)"
28408,4666,4671,345000,,,60,"SRID=4326;LINESTRING(-95.5248352899121 29.8184057649964,-95.5729953136248 29.8225770777916)"
30580,7131,7132,500000,,,,"SRID=4326;LINESTRING(-84.3301631439865 32.2203738282028,-84.2117005431536 32.0976696476922)"
40649,29278,1191,230000,3,,60,"SRID=4326;LINESTRING(-122.999033470269 45.0145039283435,-122.777214261768 45.3291372314528)"
6798,8728,28873,,,,,"SRID=4326;LINESTRING(-76.4072268222941 43.5131838725894,-76.3979885817735 43.5226173281123)"
10059,2106,21118,,,,,"SRID=4326;LINESTRING(-78.8522742298967 35.8745111904813,-78.8512197410302 35.8770124920996)"
42201,708,2784,230000,3;6;3,2,,"SRID=4326;LINESTRING(-105.071422745793 39.4971618227533,-104.905051302395 39.4942464472707)"
11232,21672,21673,230000,9,,,"SRID=4326;LINESTRING(-105.700658403578 39.6827966837171,-105.687392173293 39.7015522149368)"
2081,277,30517,,6,1,,"SRID=4326;LINESTRING(-118.478514127907 34.2805374664991,-118.483077392074 34.3044141533926)"
23671,16361,27340,230000,3,,60,"SRID=4326;LINESTRING(-100.820238064333 20.5738975000796,-100.514057334119 20.6322264569094)"
32799,7118,9344,,,,,"SRID=4326;LINESTRING(-76.8105885252051 42.1954750173745,-76.8422885186367 42.3277841191492)"
32624,6337,9161,230000,3,2,60,"SRID=4326;LINESTRING(-111.794745943762 32.6253014841056,-111.884637810818 32.516929305719)"
794,23857,29979,230000;230000;115000;230000,3;6;3,,60,"SRID=4326;LINESTRING(-79.0192264383904 35.4147310858335,-79.0346714763765 35.5135810533064)"
41170,1724,560,500000,6;3;3;6,,,"SRID=4326;LINESTRING(-77.3607609351585 44.474809766866,-77.0034547253495 44.2310611846818)"
41978,2531,2536,,,,,"SRID=4326;LINESTRING(-87.4661133716248 41.5964362690621,-87.4661686432034 41.5854950840095)"
20036,25620,25624,240000,3,,,"SRID=4326;LINESTRING(-113.843346566635 52.2370579926024,-113.84896624739 52.2370858839091)"
26371,19819,19817,230000,6;3;6;3,,,"SRID=4326;LINESTRING(-105.182697895592 39.8882471897399,-105.203309919449 39.8103195704219)"
7163,10166,29029,230000,3,,60,"SRID=4326;LINESTRING(-85.6519326927771 33.9848142890208,-85.8585646722629 33.6513048374571)"
18578,15292,24908,,,,,"SRID=4326;LINESTRING(-83.3652202314707 42.3760683039731,-83.3940706505724 42.375287679366)"
20002,25602,25603,,,,,"SRID=4326;LINESTRING(-75.2268011677431 40.6695968594872,-75.2267179837478 40.6693243171678)"
32770,9313,9317,138000,3,1,60,"SRID=4326;LINESTRING(-86.2282441963926 39.8559257829986,-86.2733127106642 39.84544120093)"
25816,886,19560,230000,3,,,"SRID=4326;LINESTRING(-81.574651197219 28.3030943002738,-81.5730389646078 28.3004631956024)"
6800,28696,28873,,,,,"SRID=4326;LINESTRING(-76.4079551912595 43.5206102526165,-76.3979885817735 43.5226173281123)"
38893,7857,16305,138000;230000;138000,3;6,,60,"SRID=4326;LINESTRING(-80.4518327358915 25.44709474867,-80.3784991298145 25.1650626224858)"
20110,13373,25665,,,,,"SRID=4326;LINESTRING(-75.2672515176845 40.6804330867123,-75.266688073157 40.6805422602577)"
11974,3546,21982,230000,3;6,,60,"SRID=4326;LINESTRING(-80.4355239020234 25.8133545349216,-80.3872668319888 25.8184343240389)"
31642,8203,8206,,,,,"SRID=4326;LINESTRING(-110.849026834196 39.7336336311923,-110.848777402239 39.7353903521824)"
4710,6832,29623,500000,,,,"SRID=4326;LINESTRING(-82.3529961011794 31.9317260347121,-82.3435521970937 31.9332303158004)"
40616,1382,1157,230000,3;6;3;3,1,,"SRID=4326;LINESTRING(-76.9031120205898 39.09404989537,-76.9057152055506 39.0901042734476)"
38482,15898,15899,,,,,"SRID=4326;LINESTRING(-105.536537940157 40.3453870591279,-105.580646275422 40.3271706619811)"
28497,429,4802,,,,,"SRID=4326;LINESTRING(-102.316917314611 46.3714963347557,-102.296748609347 46.371739551319)"
23968,16576,27470,230000,3,,60,"SRID=4326;LINESTRING(-81.5191985350715 29.8697727565771,-81.3521136816699 29.8581725240181)"
8637,7673,20456,345000,,,,"SRID=4326;LINESTRING(-93.1657885316051 44.7977168046396,-93.0996872708137 44.7969856881666)"
20779,3784,25974,,,,,"SRID=4326;LINESTRING(-112.317070092036 33.4101446175985,-112.321818406625 33.4129496070916)"
27092,6579,20168,,,,,"SRID=4326;LINESTRING(-77.2851756046882 37.3422300984475,-77.286670902737 37.3365733105457)"
33756,1230,10392,,,,,"SRID=4326;LINESTRING(-104.933361119189 38.855770673957,-104.873877938326 38.8446717241228)"
33402,10013,10012,230000;230000;115000;230000,3;6;3,,60,"SRID=4326;LINESTRING(-79.3109295458826 35.3996172504728,-79.4020547817088 35.3257172127316)"
40111,24977,655,230000,3,,,"SRID=4326;LINESTRING(-122.123691216358 47.971655411071,-122.122094790779 48.0539495924992)"
24657,10087,27774,,,,,"SRID=4326;LINESTRING(-78.1190406199077 48.1572110480862,-78.1785412238506 48.1714921143636)"
10515,4072,21334,230000,6,,60,"SRID=4326;LINESTRING(-98.9776859409629 19.6186908735659,-98.8771598896416 19.6586508079607)"
24866,13325,27887,230000,,,,"SRID=4326;LINESTRING(-118.4599870455 34.0331884610411,-118.449093200458 34.0278988833128)"
10881,1217,21497,230000,9,,60,"SRID=4326;LINESTRING(-111.097213823355 29.0972152649456,-111.128617476101 29.0641735646686)"
38823,27248,16235,230000,3,,60,"SRID=4326;LINESTRING(-101.682403048541 21.0735664840945,-101.679159405398 21.0724069718449)"
4276,2085,29499,115000,3,,60,"SRID=4326;LINESTRING(-71.3098597418275 42.7366352824557,-71.3775961484619 42.7908084756533)"
21346,3851,19179,230000,6,,,"SRID=4326;LINESTRING(-111.748298781162 33.3300718300034,-111.747588327557 33.3554041917358)"
5527,6684,28470,500000,,,,"SRID=4326;LINESTRING(-81.7470723282863 35.2270792198529,-80.9459999619916 35.4219780102496)"
36883,15557,14291,230000,6,,60,"SRID=4326;LINESTRING(-104.71345897237 19.2607088880668,-104.232286623627 19.053532438652)"
8419,2517,20348,,,,,"SRID=4326;LINESTRING(-87.2970012102442 41.5937719425003,-87.310408992522 41.5660057961286)"
4586,2500,29586,,,,,"SRID=4326;LINESTRING(-75.6322795873094 39.9096286437983,-75.6659470697952 39.9688553598902)"
23924,16536,27451,230000,3,,60,"SRID=4326;LINESTRING(-99.2797319294391 19.8557541376749,-99.2616718892472 19.8821841279468)"
23484,16269,27258,230000,3,,60,"SRID=4326;LINESTRING(-100.634203397416 21.2829540870376,-100.806463001518 21.9321941767956)"
7128,23847,29015,230000,3,,60,"SRID=4326;LINESTRING(-79.1514872841334 35.6986549560458,-79.0490769599539 35.5918566007772)"
21060,9692,19169,230000,6,1,60,"SRID=4326;LINESTRING(-122.71964315107 38.7522626290106,-122.724296640652 38.7561925892846)"
5380,20978,28426,230000,6,,,"SRID=4326;LINESTRING(-104.571674259791 38.2124220648399,-104.576419202741 38.2119332629189)"
8388,18738,20331,345000,6,,60,"SRID=4326;LINESTRING(-86.2777791342569 41.5736725954858,-86.1932148775134 41.5246233752105)"
41492,1993,2049,115000,3,,60,"SRID=4326;LINESTRING(-71.1848037167782 43.1417444788546,-70.9312897617274 43.1602610973633)"
14210,7843,22941,230000;115000;115000;230000,6;3;3,,60,"SRID=4326;LINESTRING(-117.116405078909 46.3808390621185,-117.093241687624 46.3725180663722)"
4893,7723,28166,315000,6,,,"SRID=4326;LINESTRING(-73.8029483986598 45.5614305571208,-73.6716682438039 45.6626481409026)"
14667,28588,23152,345000,6;3;3,,60,"SRID=4326;LINESTRING(-100.023240003285 32.1975609518144,-100.018429033928 32.1949925231532)"
29478,4909,5873,230000,3,,60,"SRID=4326;LINESTRING(-101.016379603607 25.4470998228218,-103.218972281689 25.5660774477433)"
35163,1897,12306,115000,3,1,,"SRID=4326;LINESTRING(-115.552186239599 35.5015569251243,-115.468970279507 35.5443771174696)"
41419,1968,1969,230000,,,,"SRID=4326;LINESTRING(-77.4737565937692 38.2245766631764,-77.4758735317248 38.2501620008322)"
29064,5361,5415,230000,3,,60,"SRID=4326;LINESTRING(-80.3965819705396 25.6401387677019,-80.3336202517049 25.4356448061054)"
39696,17208,17232,,,,,"SRID=4326;LINESTRING(-92.6073404072461 38.3662482385428,-92.6151870413095 38.2032247960522)"
27414,3521,3523,500000,3,,60,"SRID=4326;LINESTRING(-114.426563207689 42.8346715682473,-115.624830983368 43.1750550962794)"
27304,22969,3396,230000;115000;115000;115000;230000;230000;115000,3;6;3;3;6,,60,"SRID=4326;LINESTRING(-117.120504298855 47.2635844997398,-117.032507104999 47.3464412213445)"
36999,14312,14384,735000,3,,60,"SRID=4326;LINESTRING(-76.0086757515066 53.7341638885949,-77.5319356350989 53.7827223399027)"
13067,18630,18676,,,,,"SRID=4326;LINESTRING(-83.2071848693696 37.0448889762476,-83.1811358820868 37.0310059609402)"
17646,8967,18986,,,,,"SRID=4326;LINESTRING(-76.1247425969967 42.4443308722873,-76.4029468639459 42.4696539631806)"
26124,29482,19707,230000,3,,60,"SRID=4326;LINESTRING(-123.463606386507 46.9683341837502,-123.51933225723 46.9621399092525)"
30475,1572,7041,230000,,,,"SRID=4326;LINESTRING(-79.7542642383365 35.9414271645755,-80.0138396182143 36.01823763993)"
38805,2923,16217,,,,,"SRID=4326;LINESTRING(-98.7653499208535 49.9449333601716,-98.928016380517 49.946200775839)"
36461,3439,13865,,,,,"SRID=4326;LINESTRING(-72.127154873221 46.6627516304232,-72.1142438006295 46.6591830934181)"
21385,21879,26244,,,,,"SRID=4326;LINESTRING(-67.5643289993783 48.8057303713561,-67.5802636752141 48.8023459988566)"
29613,6003,6005,115000;345000;115000;345000;115000,3;6,1,60,"SRID=4326;LINESTRING(-97.5273194716272 37.9116951887216,-97.5222959606049 37.824413142969)"
12729,22319,22317,,,,,"SRID=4326;LINESTRING(-76.7761285027045 42.9466059752735,-76.5807474436913 43.0111627126099)"
14850,7209,23248,230000,3,,60,"SRID=4326;LINESTRING(-101.922621474384 35.3102863267623,-102.046257928862 35.24800106614)"
27492,3729,3585,230000,3,,,"SRID=4326;LINESTRING(-110.600461173747 41.7584755926338,-111.849917585064 42.2226218007585)"
38095,2656,15532,500000,3,3,60,"SRID=4326;LINESTRING(-112.852132167522 33.3458527627282,-112.843245680441 33.3463659289826)"
1397,28539,30228,,,,,"SRID=4326;LINESTRING(-83.677046678746 38.6363308440165,-83.6497814518606 38.6900828962994)"
26533,11287,19896,,,,,"SRID=4326;LINESTRING(-79.2675467250222 43.7301373269999,-79.2689690468221 43.7447983956876)"
26115,19701,19699,230000,3,,,"SRID=4326;LINESTRING(-123.048735512431 47.0362370598094,-123.045830899791 47.0358986158289)"
31672,8229,8228,230000,3,,60,"SRID=4326;LINESTRING(-85.1315295623702 33.4429522484908,-86.4064747463003 33.2279462646323)"
665,3017,29923,,,,,"SRID=4326;LINESTRING(-77.4324027090973 37.9089613307768,-77.4210712693931 37.9519285627562)"
38739,2389,16151,345000,3,,,"SRID=4326;LINESTRING(-112.907522254695 37.8841333932116,-113.158964642492 37.8005741082087)"
37758,437,439,315000,,,,"SRID=4326;LINESTRING(-73.5713606025109 45.4736503511529,-73.6165270260508 45.4281954573022)"
42221,7902,2801,230000,3,,,"SRID=4326;LINESTRING(-117.26096820825 47.732001995824,-115.73813928094 47.9594490625994)"
29629,22261,6039,,,,,"SRID=4326;LINESTRING(-78.7928884465396 42.817211963536,-78.8290417991574 42.8056146064749)"
34294,24500,11151,,,,,"SRID=4326;LINESTRING(-93.358801373784 44.7464532600359,-93.3819137830173 44.7459908172086)"
39655,17182,17183,138000,3;6,1,60,"SRID=4326;LINESTRING(-86.0489605618448 39.7714716707398,-86.0505836820353 39.7684783958674)"
18188,24746,24747,,,,,"SRID=4326;LINESTRING(-82.370895111515 42.9308266000481,-82.3707054771586 42.931075417058)"
9657,3548,20909,,3,,,"SRID=4326;LINESTRING(-112.873268094809 42.7753149857014,-112.880687473997 42.7740212719322)"
